l_id,longitude,latitude
680,-87.655167,41.896255
681,-87.678238,41.91785
682,-87.616318,41.809978
683,-87.63414,41.893585
684,-87.677351,41.87896
685,-87.675697,42.017876
686,-87.637825,41.893909
687,-87.662903,41.883812
688,-87.658173,41.884449
689,-87.618606,41.866165
690,-87.631599,41.890148
691,-87.629303,41.872246
692,-87.709373,41.86668
693,-87.634687,41.886793
694,-87.646416,41.933586
695,-87.626205,41.876438
696,-87.664535,41.936399
697,-87.637657,41.889912
698,-87.629524,41.888721
699,-87.616672,41.830696
700,-87.586426,41.780609
701,-87.628361,41.894336
702,-87.685799,41.964397
703,-87.64653,41.857407
704,-87.619202,41.794407
705,-87.63974,41.914642
706,-87.600342,41.795006
707,-87.708054,41.929401
708,-87.655121,41.884102
709,-87.650002,41.880001
710,-87.658974,41.889965
711,-87.691301,41.96483
712,-87.630661,41.889038
713,-87.585922,41.732044
714,-87.644888,41.899858
715,-87.654861,41.884514
716,-87.660286,41.98938
717,-87.645203,41.923023
718,-87.676041,42.018745
719,-87.663223,41.854935
720,-87.670532,41.96537
721,-87.638222,41.893127
722,-87.653809,41.943981
723,-87.702667,41.847862
724,-87.66862,41.93699
725,-87.653121,41.910834
726,-87.629997,41.869999
727,-87.65,41.92
728,-87.653173,41.909606
729,-87.65227,41.927545
730,-87.63971,41.881878
731,-87.6537,41.9282
732,-87.645256,41.923676
733,-87.639999,41.900002
734,-87.62402,41.897774
735,-87.63927,41.89073
736,-87.61762,41.889996
737,-87.629082,41.897499
738,-87.67752,41.995052
739,-87.63018,41.884074
740,-87.63278,41.895782
741,-87.674638,41.887064
742,-87.66555,41.9216
743,-87.639394,41.903762
744,-87.630961,41.885735
745,-87.617286,41.869006
746,-87.660303,41.988462
747,-87.630961,41.885735
748,-87.664319,41.936566
749,-87.641937,41.893642
750,-87.789381,41.952418
751,-87.65197,41.927753
752,-87.632055,41.852931
753,-87.663015,41.903772
754,-87.672943,42.020718
755,-87.655471,41.896582
756,-87.629463,41.879795
757,-87.681049,41.921185
758,-87.72844,41.986244
759,-87.652935,41.942764
760,-87.665689,41.998052
761,-87.687957,41.950173
762,-87.63539,41.8879
763,-87.656084,41.946184
764,-87.635694,41.921998
765,-87.63018,41.884074
766,-87.632519,41.889183
767,-87.63736,41.897285
768,-87.652065,41.882362
769,-87.68553,41.963947
770,-87.642607,41.928775
771,-87.66504,42.008169
772,-87.689186,41.974575
773,-87.662215,42.009501
774,-87.660469,41.983852
775,-87.644714,41.932156
776,-87.639264,41.890731
777,-87.639024,41.881937
778,-87.69294,41.937775
779,-87.627888,41.895448
780,-87.69064,42.067867
781,-87.643997,41.899544
782,-87.694045,41.937338
783,-87.652872,41.976413
784,-87.625748,41.884487
785,-87.659935,41.932091
786,-87.6172,41.869957
787,-87.624146,41.874485
788,-87.61898,41.86497
789,-87.703772,41.905727
790,-87.739525,41.944347
791,-87.630515,41.907209
792,-87.624023,41.89782
793,-87.635873,41.911784
794,-87.663138,41.935752
795,-87.65992,41.93206
796,-87.670573,41.9419
797,-87.686488,41.929573
798,-87.663122,41.928077
799,-87.692566,41.97867
800,-87.626057,41.894124
801,-87.623933,41.882634
802,-87.669939,41.942484
803,-87.669076,41.939563
804,-87.638629,41.893377
805,-87.655876,41.946407
806,-87.67646,41.925037
807,-87.705044,41.857147
808,-87.634475,41.89219
809,-87.62955,41.88812
810,-87.65541,41.983938
811,-87.6864,41.916203
812,-87.652833,41.932391
813,-87.622609,41.88431
814,-87.65242,41.910103
815,-87.615784,41.885723
816,-87.645053,41.881827
817,-87.616487,41.884618
818,-87.653603,41.935006
819,-87.61573,41.884964
820,-87.645256,41.923676
821,-87.682426,41.968819
822,-87.62781,41.895422
823,-87.624474,41.892765
824,-87.591888,41.79636
825,-87.645363,41.899212
826,-87.672043,41.907063
827,-87.650589,41.879025
828,-87.639862,41.940548
829,-87.685425,41.939751
830,-87.664207,41.953903
831,-87.675805,41.995729
832,-87.619034,41.89106
833,-87.688911,41.962406
834,-87.624041,41.897571
835,-87.628952,41.890308
836,-87.657005,41.885754
837,-87.645149,41.910702
838,-87.644058,41.92556
839,-87.660233,41.983723
840,-87.660245,41.983712
841,-87.659935,41.932121
842,-87.753227,41.953289
843,-87.629799,41.878113
844,-87.636452,41.882076
845,-87.65992,41.932121
846,-87.701875,41.939144
847,-87.629799,41.878113
848,-87.664135,41.896395
849,-87.671852,42.019367
850,-87.696602,41.899406
851,-87.635796,41.907688
852,-87.666656,41.93837
853,-87.57201,41.766253
854,-87.692665,41.997692
855,-87.648621,41.922081
856,-87.624519,41.875381
857,-87.645149,41.910702
858,-87.585655,41.7369
859,-87.622421,41.884335
860,-87.629799,41.878113
861,-87.629799,41.878113
862,-87.646866,41.881523
863,-87.627831,41.880856
864,-87.62252,41.887669
865,-87.655029,41.924923
866,-87.625801,41.867367
867,-87.676865,41.952007
868,-87.659279,41.884373
869,-87.629096,41.886803
870,-87.674477,41.93935
871,-87.643112,41.720917
872,-87.654144,41.855114
873,-87.624542,41.876572
874,-87.644783,41.932629
875,-87.677116,41.951988
876,-87.703398,41.925055
877,-87.632446,41.884251
878,-87.764702,41.9529
879,-87.703423,41.924755
880,-87.66683,42.019351
881,-87.629822,41.898941
882,-87.637817,41.882401
883,-87.746849,41.946121
884,-87.670884,41.976098
885,-87.646881,41.866489
886,-87.66234,41.97704
887,-87.668588,41.988856
888,-87.663048,41.970314
889,-87.623344,41.885509
890,-87.659998,41.989624
891,-87.7034,41.987665
892,-87.668394,41.976158
893,-87.649827,41.97688
894,-87.728164,41.972822
895,-87.644742,41.941367
896,-87.67449,41.901253
897,-87.692077,41.973447
898,-87.668465,41.973675
899,-87.680149,42.00519
900,-87.657501,41.941895
901,-87.665321,41.950699
902,-87.659584,41.982887
903,-87.663261,41.978367
904,-87.64913,41.977662
905,-87.777679,42.011959
906,-87.673645,41.954895
907,-87.673347,41.949663
908,-87.673744,41.954464
909,-87.64758,41.925465
910,-87.668465,41.973675
911,-87.673058,41.955055
912,-87.673059,41.955054
913,-87.674614,41.985638
914,-87.634595,41.878134
915,-87.629799,41.878113
916,-87.671843,41.906934
917,-87.665243,41.895823
918,-87.641396,41.926598
919,-87.641394,41.926596
920,-87.631177,41.91959
921,-87.639153,41.923145
922,-87.643417,41.929546
923,-87.6537,41.9282
924,-87.622486,41.883938
925,-87.638412,41.908981
926,-87.705116,41.928139
927,-87.61908,41.891098
928,-87.644348,41.932957
929,-87.630601,41.899977
930,-87.698372,41.923286
931,-87.61728,41.897407
932,-87.66674,41.93829
933,-87.657852,41.983719
934,-87.617216,41.880899
935,-87.669327,41.967056
936,-87.652138,41.97644
937,-87.698334,41.957596
938,-87.624241,41.880668
939,-87.69783,41.961132
940,-87.629799,41.878113
941,-87.738653,41.96113
942,-87.66067,41.896168
943,-87.629799,41.878113
944,-87.701612,41.905882
945,-87.620689,41.896175
946,-87.639107,41.925613
947,-87.669907,41.99334
948,-87.697014,41.922699
949,-87.666229,41.916346
950,-87.675423,41.896214
951,-87.664169,41.945744
952,-87.645523,41.932896
953,-87.664597,41.998119
954,-87.658424,41.928509
955,-87.677948,41.919159
956,-87.652962,41.909473
957,-87.660706,41.885017
958,-87.658424,41.928509
959,-87.6352,41.897341
960,-87.71171,41.948636
961,-87.685783,41.964405
962,-87.673676,41.955627
963,-87.653687,41.894592
964,-87.719032,41.990536
965,-87.625369,41.868044
966,-87.729973,41.939041
967,-87.652077,41.90992
968,-87.635139,41.926804
969,-87.667664,41.897163
970,-87.76712,41.956837
971,-87.656563,41.877567
972,-87.675819,41.954514
973,-87.705585,41.927998
974,-87.686134,41.915688
975,-87.660004,41.959999
976,-87.689888,42.001354
977,-87.617401,41.896626
978,-87.70702,41.982965
979,-87.715431,41.990303
980,-87.628288,41.882221
981,-87.655655,41.985226
982,-87.656616,41.877325
983,-87.70874,41.981167
984,-87.643655,41.867139
985,-87.695091,41.745071
986,-87.629799,41.878113
987,-87.653885,41.917885
988,-87.643806,41.87196
989,-87.705399,41.954231
990,-87.705788,41.928112
991,-87.626305,41.672516
992,-87.667015,41.917439
993,-87.650581,41.952351
994,-87.67868,41.955822
995,-87.633209,41.888828
996,-87.666,41.917191
997,-87.639,41.922787
998,-87.673805,41.954479
999,-87.649071,41.869644
1000,-87.635231,41.834385
1001,-87.785713,41.988449
1002,-87.699104,41.992023
1003,-87.665764,42.00938
1004,-87.705391,41.954243
1005,-87.691124,41.910595
1006,-87.665605,41.954611
1007,-87.626305,41.672516
1008,-87.63871,41.868393
1009,-87.675667,42.01825
1010,-87.647057,41.928859
1011,-87.66893,42.007835
1012,-87.666656,41.93837
1013,-87.63559,41.911209
1014,-87.65493,41.965778
1015,-87.711691,41.928311
1016,-87.63559,41.911209
1017,-87.680595,41.973209
1018,-87.67395,41.965069
1019,-87.635139,41.926804
1020,-87.641876,41.85284
1021,-87.704018,41.975815
1022,-87.659683,41.969048
1023,-87.620674,41.878345
1024,-87.621841,41.88311
1025,-87.660034,41.883274
1026,-87.7575,41.967777
1027,-87.634323,41.926804
1028,-87.638512,41.963673
1029,-87.660233,41.988155
1030,-87.699425,42.004551
1031,-87.6283,41.900185
1032,-87.690962,42.01226
1033,-87.668282,41.967632
1034,-87.693474,41.917538
1035,-87.662758,41.935089
1036,-87.643532,41.85738
1037,-87.627922,41.860416
1038,-87.669342,41.96719
1039,-87.649483,41.869621
1040,-87.654892,41.939999
1041,-87.659935,41.93206
1042,-87.654892,41.939999
1043,-87.653488,41.922615
1044,-87.649803,41.948875
1045,-87.688446,41.9659
1046,-87.654449,41.955326
1047,-87.669685,41.972313
1048,-87.669685,41.972313
1049,-87.691414,41.917728
1050,-87.6488,41.898792
1051,-87.6488,41.898792
1052,-87.648804,41.898792
